,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5
gene_1,387.0,2728.0,406.0,302.0,567.0,941.0,1022.0,313.0,439.0,1348.0,814.0,296.0,1065.0,603.0,886.0,297.0,641.0,289.0
gene_2,338.0,2683.0,869.0,528.0,2018.0,1014.0,1475.0,575.0,1467.0,1147.0,1219.0,506.0,1068.0,1204.0,899.0,318.0,2063.0,503.0
gene_3,3940.0,2457.0,2541.0,1144.0,4555.0,2428.0,3504.0,2317.0,3104.0,7537.0,1669.0,4196.0,2286.0,2759.0,2774.0,769.0,5272.0,7723.0
gene_4,254.0,577.0,257.0,301.0,308.0,204.0,474.0,174.0,269.0,823.0,571.0,500.0,217.0,501.0,314.0,284.0,325.0,665.0
gene_5,625.0,723.0,679.0,754.0,451.0,1378.0,809.0,249.0,476.0,695.0,783.0,419.0,391.0,589.0,313.0,266.0,761.0,734.0
gene_6,3745.0,2645.0,4353.0,5385.0,6079.0,4864.0,4551.0,1619.0,3222.0,3043.0,5347.0,3673.0,2697.0,3588.0,5653.0,2830.0,1955.0,3523.0
gene_7,155.0,581.0,985.0,613.0,984.0,686.0,331.0,332.0,550.0,985.0,1020.0,555.0,391.0,855.0,655.0,619.0,1617.0,362.0
gene_8,3773.0,5062.0,3465.0,1266.0,997.0,3545.0,4770.0,2916.0,3456.0,4547.0,3298.0,5935.0,1874.0,1749.0,2176.0,4144.0,2389.0,1353.0
gene_9,2864.0,3822.0,2458.0,1069.0,1067.0,2604.0,3629.0,2189.0,2712.0,3234.0,2505.0,4220.0,1560.0,1507.0,2028.0,3202.0,2529.0,1299.0
gene_10,689.0,1605.0,328.0,566.0,646.0,698.0,459.0,559.0,396.0,593.0,323.0,615.0,374.0,1022.0,511.0,351.0,517.0,585.0
gene_11,1630.0,3866.0,1880.0,3265.0,2355.0,882.0,3688.0,7174.0,1718.0,1574.0,1284.0,2244.0,2499.0,1343.0,1374.0,2652.0,1973.0,1482.0
gene_12,3692.0,3711.0,4892.0,4693.0,2729.0,1792.0,5298.0,7824.0,3368.0,2296.0,1944.0,6417.0,4760.0,2404.0,5324.0,3212.0,3465.0,3527.0
gene_13,1502.0,2181.0,898.0,1142.0,1436.0,1989.0,995.0,1107.0,1128.0,2526.0,764.0,1755.0,1248.0,671.0,3212.0,791.0,2576.0,3840.0
gene_14,937.0,1653.0,911.0,1100.0,975.0,1465.0,770.0,948.0,813.0,2033.0,806.0,1179.0,1178.0,941.0,2232.0,668.0,1775.0,2253.0
gene_15,1321.0,1893.0,2008.0,1666.0,900.0,1934.0,886.0,1216.0,742.0,1709.0,1297.0,1064.0,1124.0,2045.0,2172.0,1473.0,2405.0,2222.0
gene_16,1084.0,4242.0,1190.0,1545.0,1500.0,1771.0,1307.0,1152.0,851.0,3482.0,3139.0,1455.0,2501.0,937.0,1152.0,1083.0,1201.0,1725.0
gene_17,1027.0,3656.0,1877.0,7260.0,2782.0,5447.0,2625.0,3604.0,3732.0,4702.0,3362.0,5387.0,1731.0,1353.0,2672.0,3972.0,5454.0,1949.0
gene_18,2004.0,3620.0,4196.0,5743.0,3632.0,5322.0,2030.0,4188.0,2899.0,4446.0,3603.0,4776.0,2067.0,1521.0,2537.0,3415.0,4200.0,1988.0
gene_19,1418.0,760.0,1954.0,2211.0,1353.0,1609.0,1536.0,1958.0,730.0,1774.0,1541.0,624.0,1693.0,1635.0,1169.0,2258.0,749.0,1166.0
gene_20,3346.0,2799.0,2550.0,3014.0,1224.0,1787.0,2144.0,1939.0,2323.0,2133.0,2200.0,1005.0,3326.0,1712.0,1825.0,3332.0,1349.0,1486.0
gene_21,3400.0,7034.0,3445.0,2953.0,7823.0,5631.0,2186.0,4508.0,4519.0,3686.0,2735.0,1269.0,3045.0,2701.0,3512.0,4296.0,3317.0,3067.0
gene_22,398.0,147.0,140.0,541.0,225.0,117.0,258.0,160.0,137.0,278.0,186.0,139.0,204.0,163.0,362.0,226.0,353.0,267.0
gene_23,1984.0,529.0,724.0,1854.0,940.0,2096.0,1491.0,2180.0,3427.0,597.0,995.0,1543.0,653.0,1886.0,877.0,1472.0,1670.0,2208.0
gene_24,5371.0,1332.0,1808.0,2506.0,2369.0,3324.0,3363.0,3305.0,5452.0,1584.0,1613.0,1871.0,1046.0,3259.0,2079.0,2074.0,8050.0,3137.0
gene_25,5987.0,1757.0,4309.0,4769.0,6338.0,5957.0,9145.0,2756.0,11290.0,3376.0,7431.0,3777.0,5650.0,6467.0,2738.0,4214.0,3915.0,5161.0
gene_26,3791.0,1580.0,2772.0,3439.0,4166.0,3913.0,5028.0,2024.0,6157.0,2533.0,4432.0,2640.0,3759.0,4240.0,1689.0,3543.0,2667.0,3436.0
gene_27,8779.0,5242.0,3938.0,5940.0,8254.0,7240.0,5339.0,4329.0,9467.0,4737.0,6601.0,5915.0,6090.0,6525.0,5459.0,6045.0,6436.0,6856.0
gene_28,1854.0,269.0,1136.0,292.0,1037.0,648.0,949.0,517.0,1131.0,396.0,906.0,433.0,2151.0,500.0,653.0,330.0,697.0,421.0
gene_29,2030.0,926.0,2721.0,1193.0,1223.0,2016.0,1598.0,3104.0,1456.0,1047.0,1190.0,900.0,1898.0,1082.0,2604.0,777.0,1108.0,884.0
gene_30,4898.0,2878.0,3521.0,3719.0,4415.0,9048.0,4699.0,6011.0,3235.0,2135.0,4248.0,3416.0,7492.0,3413.0,3927.0,4657.0,9520.0,5357.0
gene_31,1895.0,572.0,4015.0,2319.0,2939.0,1128.0,1237.0,1782.0,1332.0,1227.0,1058.0,1369.0,1612.0,1287.0,1600.0,616.0,3187.0,1246.0
gene_32,1015.0,337.0,2151.0,1260.0,1624.0,654.0,717.0,954.0,699.0,688.0,688.0,759.0,952.0,695.0,895.0,320.0,1675.0,698.0
gene_33,5794.0,4241.0,3005.0,5129.0,3966.0,3178.0,2044.0,3274.0,4120.0,2401.0,3660.0,3066.0,2004.0,3985.0,2683.0,3544.0,3600.0,3304.0
gene_34,7021.0,6487.0,9654.0,1372.0,7371.0,1137.0,7305.0,9964.0,5675.0,5404.0,18013.0,6265.0,2552.0,1541.0,3289.0,5748.0,4058.0,2725.0
gene_35,4978.0,4403.0,7414.0,1587.0,6010.0,1038.0,7261.0,5975.0,3922.0,3911.0,10065.0,5644.0,3706.0,1427.0,3453.0,3659.0,3914.0,2332.0
gene_36,5515.0,4850.0,7186.0,2544.0,5480.0,3863.0,6981.0,5874.0,4583.0,4880.0,7772.0,5159.0,4916.0,2709.0,4922.0,3023.0,4200.0,3546.0
gene_37,3270.0,3240.0,6791.0,7836.0,7927.0,2414.0,3525.0,2090.0,3920.0,5431.0,3297.0,7217.0,5000.0,10161.0,7657.0,3520.0,9157.0,5067.0
gene_38,4314.0,2520.0,4133.0,5194.0,5888.0,2488.0,4408.0,1963.0,2533.0,4453.0,2564.0,5213.0,3301.0,5529.0,4170.0,2915.0,7942.0,3341.0
gene_39,3085.0,1917.0,2850.0,3633.0,4554.0,1807.0,3151.0,1582.0,1870.0,3212.0,1785.0,3733.0,2417.0,3910.0,2965.0,2184.0,5454.0,2596.0
gene_40,1197.0,7348.0,4742.0,2289.0,9556.0,5365.0,652.0,780.0,1955.0,3293.0,3789.0,3350.0,1623.0,2004.0,2090.0,1912.0,1633.0,4658.0
gene_41,1169.0,3821.0,2618.0,2442.0,5180.0,2823.0,630.0,727.0,1811.0,1844.0,2689.0,2473.0,1106.0,1327.0,1554.0,1151.0,974.0,3094.0
gene_42,7092.0,9691.0,5027.0,3286.0,6134.0,3604.0,3282.0,5537.0,3705.0,5446.0,7902.0,7663.0,5537.0,4920.0,3320.0,3096.0,1518.0,2653.0
gene_43,1390.0,828.0,1944.0,456.0,3317.0,1031.0,1291.0,951.0,484.0,487.0,676.0,1467.0,1374.0,695.0,788.0,1102.0,1086.0,609.0
gene_44,930.0,731.0,1269.0,529.0,1780.0,870.0,972.0,876.0,387.0,674.0,395.0,944.0,1024.0,619.0,889.0,727.0,925.0,822.0
gene_45,2355.0,2525.0,3453.0,2966.0,3846.0,4449.0,2539.0,2841.0,2335.0,2221.0,5034.0,2361.0,5305.0,4169.0,3011.0,2847.0,2756.0,3089.0
gene_46,1217.0,2523.0,7078.0,2071.0,6272.0,668.0,6821.0,5960.0,4299.0,1410.0,1844.0,1484.0,3648.0,3833.0,1304.0,9596.0,5822.0,7780.0
gene_47,3363.0,7702.0,7307.0,8567.0,4052.0,1964.0,14772.0,7941.0,7202.0,6707.0,3595.0,4397.0,4876.0,3114.0,4138.0,7321.0,3886.0,8611.0
gene_48,2398.0,5237.0,5101.0,5879.0,2864.0,1609.0,10155.0,5634.0,5139.0,4751.0,2568.0,3013.0,3705.0,2229.0,3214.0,5683.0,2931.0,5855.0
gene_49,1880.0,6098.0,4620.0,2413.0,2167.0,1404.0,3543.0,799.0,2802.0,2202.0,3120.0,1103.0,1193.0,2868.0,5821.0,2333.0,2172.0,3232.0
gene_50,2082.0,3774.0,4180.0,1937.0,2328.0,3651.0,2577.0,1537.0,4266.0,1288.0,3442.0,1755.0,1775.0,3380.0,3280.0,1968.0,1705.0,2657.0
gene_51,3255.0,3210.0,4867.0,2852.0,2769.0,3929.0,2427.0,1406.0,3049.0,1620.0,3338.0,2296.0,2311.0,3272.0,3332.0,2228.0,1559.0,3554.0
gene_52,3191.0,4899.0,998.0,4072.0,3812.0,6970.0,856.0,785.0,597.0,3018.0,3139.0,1225.0,3535.0,2252.0,2073.0,1285.0,1748.0,3107.0
gene_53,2126.0,2671.0,626.0,2361.0,2126.0,4237.0,645.0,558.0,768.0,1986.0,1859.0,810.0,2078.0,1242.0,1524.0,934.0,1163.0,1741.0
gene_54,1811.0,2335.0,1175.0,3074.0,1841.0,3490.0,2058.0,2797.0,1058.0,1982.0,1775.0,1476.0,2056.0,2351.0,1627.0,862.0,1728.0,2009.0
gene_55,1295.0,8036.0,4157.0,14015.0,1239.0,1429.0,6032.0,4755.0,11011.0,7170.0,2642.0,5706.0,1042.0,6158.0,848.0,2696.0,8630.0,6885.0
gene_56,2187.0,6481.0,3935.0,8496.0,1930.0,1344.0,3743.0,4829.0,12970.0,6927.0,4372.0,3597.0,2645.0,4410.0,4414.0,2899.0,5803.0,4703.0
gene_57,3128.0,6165.0,4565.0,11607.0,3328.0,3879.0,5331.0,5396.0,9553.0,7877.0,6135.0,7184.0,3645.0,4402.0,5720.0,8229.0,6722.0,4862.0
gene_58,1087.0,460.0,3966.0,1102.0,1316.0,3058.0,1640.0,3395.0,1316.0,2517.0,2870.0,2060.0,2036.0,1572.0,1365.0,2553.0,6647.0,1395.0
gene_59,4827.0,1437.0,4504.0,700.0,1610.0,2561.0,1940.0,2299.0,2024.0,1924.0,2537.0,2447.0,5813.0,2121.0,1365.0,2811.0,4212.0,1355.0
gene_60,12072.0,4023.0,5351.0,2168.0,5007.0,4598.0,2575.0,4994.0,2425.0,7158.0,4201.0,4814.0,7681.0,2707.0,2194.0,5703.0,3871.0,6080.0
gene_61,506.0,561.0,795.0,568.0,1366.0,554.0,768.0,706.0,501.0,1156.0,821.0,179.0,465.0,1599.0,496.0,800.0,508.0,934.0
gene_62,589.0,411.0,1100.0,405.0,970.0,631.0,690.0,533.0,433.0,806.0,532.0,681.0,453.0,981.0,414.0,635.0,535.0,585.0
gene_63,11881.0,14163.0,4443.0,12360.0,4671.0,6550.0,8648.0,3229.0,15942.0,6376.0,8576.0,14525.0,1995.0,22565.0,11816.0,6674.0,3265.0,5149.0
gene_64,1186.0,1350.0,2113.0,2347.0,893.0,683.0,308.0,3551.0,2535.0,1922.0,1077.0,256.0,1489.0,1119.0,340.0,277.0,11632.0,1757.0
gene_65,759.0,905.0,1231.0,1388.0,591.0,501.0,308.0,1899.0,1532.0,1415.0,949.0,548.0,1004.0,912.0,855.0,368.0,5970.0,1066.0
gene_66,1442.0,1623.0,2819.0,2358.0,2094.0,1210.0,975.0,2264.0,1777.0,1528.0,1452.0,1409.0,1512.0,2288.0,970.0,1214.0,4911.0,1922.0
gene_67,3209.0,2571.0,3143.0,3237.0,982.0,1945.0,3201.0,1953.0,4165.0,5249.0,2894.0,340.0,1290.0,9769.0,4834.0,8314.0,3696.0,2351.0
gene_68,4474.0,2294.0,2660.0,2380.0,1926.0,3159.0,3123.0,1786.0,2681.0,2874.0,2357.0,1514.0,1480.0,5440.0,4510.0,5026.0,2281.0,2539.0
gene_69,4094.0,2094.0,2383.0,2571.0,2179.0,3483.0,2592.0,2140.0,3630.0,2388.0,2482.0,1284.0,1940.0,3943.0,4001.0,5221.0,2469.0,3549.0
gene_70,1472.0,3698.0,8134.0,1856.0,8066.0,1482.0,3829.0,2305.0,5030.0,1810.0,900.0,2049.0,2953.0,1504.0,879.0,1765.0,2186.0,4066.0
gene_71,1381.0,2832.0,4856.0,1366.0,4720.0,2375.0,4282.0,2720.0,3084.0,2110.0,1425.0,3176.0,1743.0,1758.0,1049.0,3140.0,2355.0,3147.0
gene_72,2070.0,2844.0,3662.0,1435.0,3635.0,2066.0,3674.0,2419.0,2743.0,1828.0,1187.0,2498.0,1490.0,1639.0,942.0,2607.0,1794.0,2559.0
gene_73,1301.0,1117.0,3758.0,1281.0,1049.0,1661.0,925.0,696.0,838.0,1385.0,2683.0,967.0,3122.0,2934.0,2511.0,1128.0,1087.0,911.0
gene_74,8766.0,1668.0,7701.0,8060.0,4461.0,8923.0,2788.0,2817.0,3223.0,6115.0,3108.0,11033.0,16870.0,5283.0,8076.0,12283.0,9098.0,6266.0
gene_75,12932.0,14750.0,17062.0,7518.0,9707.0,21655.0,6218.0,7392.0,4966.0,8829.0,4424.0,12573.0,21955.0,8972.0,18136.0,11328.0,14993.0,8862.0
gene_76,347.0,493.0,648.0,539.0,469.0,1200.0,410.0,1257.0,678.0,413.0,908.0,871.0,311.0,671.0,480.0,1429.0,634.0,806.0
gene_77,2630.0,2630.0,2947.0,2399.0,5560.0,4602.0,5451.0,4221.0,2060.0,3320.0,2085.0,4756.0,2383.0,2515.0,5253.0,3208.0,8957.0,3785.0
gene_78,6207.0,4276.0,11078.0,4605.0,4810.0,6836.0,5701.0,8362.0,7844.0,7650.0,5896.0,7280.0,14778.0,6846.0,8443.0,14577.0,15312.0,6935.0
gene_79,12365.0,4458.0,11884.0,5752.0,6694.0,8354.0,5793.0,6409.0,9674.0,14297.0,11649.0,6299.0,8228.0,6622.0,7651.0,5031.0,23549.0,8620.0
gene_80,8641.0,3792.0,8991.0,7089.0,8560.0,5779.0,4785.0,5160.0,16760.0,9611.0,6837.0,9642.0,4803.0,6171.0,11994.0,5824.0,17677.0,6955.0
gene_81,11006.0,6270.0,8871.0,7553.0,9006.0,4400.0,4489.0,10514.0,12433.0,8412.0,6696.0,11293.0,4636.0,5006.0,9219.0,4844.0,14132.0,6225.0
gene_82,819.0,1357.0,293.0,599.0,270.0,1314.0,490.0,426.0,1017.0,1056.0,1518.0,692.0,1607.0,1467.0,808.0,881.0,334.0,789.0
gene_83,4557.0,6837.0,2218.0,3223.0,5591.0,3435.0,4038.0,2601.0,10576.0,2970.0,3354.0,2204.0,3819.0,4567.0,1947.0,4663.0,5125.0,2113.0
gene_84,5033.0,11369.0,3223.0,12134.0,7365.0,8046.0,6605.0,4888.0,13275.0,13547.0,4143.0,4514.0,6295.0,6857.0,8228.0,7188.0,7180.0,6177.0
gene_85,953.0,874.0,1526.0,2033.0,1403.0,1983.0,1701.0,1354.0,2004.0,270.0,1576.0,1320.0,1236.0,8637.0,1462.0,677.0,1015.0,1389.0
gene_86,622.0,704.0,966.0,1177.0,1206.0,1130.0,1078.0,1092.0,1267.0,435.0,1397.0,862.0,834.0,4460.0,992.0,620.0,793.0,874.0
gene_87,2055.0,1335.0,1295.0,5268.0,3290.0,4566.0,3877.0,3909.0,1876.0,1316.0,4286.0,5077.0,2714.0,5485.0,2563.0,3225.0,3472.0,3506.0
gene_88,656.0,786.0,1239.0,240.0,610.0,2087.0,774.0,455.0,1618.0,1152.0,813.0,1654.0,887.0,638.0,1683.0,704.0,724.0,1541.0
gene_89,1350.0,2441.0,1186.0,5186.0,6558.0,2183.0,1928.0,1703.0,2320.0,4154.0,1307.0,2160.0,2045.0,3158.0,2869.0,1180.0,2307.0,7492.0
gene_90,14884.0,19956.0,8658.0,13533.0,9800.0,21513.0,22041.0,6786.0,6512.0,18171.0,13211.0,4636.0,8423.0,4659.0,13627.0,23891.0,8205.0,25221.0
gene_91,1154.0,1448.0,1121.0,7369.0,1258.0,1924.0,2724.0,1708.0,3594.0,1776.0,952.0,2574.0,2440.0,4179.0,2249.0,1740.0,3422.0,1145.0
