,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5
gene_1,88.0,139.0,207.0,500.0,21.0,11.0,9.0,17.0,294.0,1187.0,1258.0,5076.0,610.0,260.0,123.0,3.0,1.0,4.0
gene_2,120.0,229.0,250.0,265.0,46.0,210.0,157.0,1482.0,2277.0,1694.0,2029.0,3072.0,307.0,130.0,63.0,4.0,364.0,2358.0
gene_3,6536.0,11512.0,7479.0,19883.0,9514.0,9499.0,12573.0,5396.0,5288.0,1685.0,1422.0,2073.0,235.0,97.0,45.0,10.0,258.0,1634.0
gene_4,90.0,57.0,218.0,378.0,618.0,1058.0,961.0,97.0,19.0,23.0,13.0,18.0,485.0,432.0,252.0,28.0,11.0,9.0
gene_5,106.0,111.0,210.0,343.0,444.0,674.0,557.0,58.0,25.0,40.0,43.0,1134.0,2095.0,218.0,128.0,16.0,6.0,6.0
gene_6,6126.0,1706.0,1035.0,673.0,361.0,484.0,448.0,100.0,49.0,58.0,141.0,880.0,3105.0,6619.0,8645.0,2437.0,5045.0,1730.0
gene_7,373.0,235.0,440.0,164.0,75.0,186.0,230.0,283.0,540.0,772.0,2626.0,3761.0,932.0,73.0,77.0,2.0,140.0,2012.0
gene_8,275.0,208.0,310.0,170.0,131.0,317.0,621.0,707.0,484.0,755.0,1634.0,2038.0,475.0,37.0,39.0,4.0,16338.0,12022.0
gene_9,400.0,745.0,689.0,791.0,1155.0,738.0,758.0,549.0,354.0,531.0,1107.0,1386.0,362.0,83.0,332.0,266.0,11148.0,8504.0
gene_10,100.0,224.0,252.0,356.0,255.0,165.0,83.0,83.0,44.0,35.0,30.0,498.0,346.0,100.0,53.0,52.0,218.0,1814.0
gene_11,116.0,185.0,181.0,208.0,199.0,126.0,69.0,63.0,64.0,54.0,78.0,557.0,191.0,59.0,2839.0,6927.0,10806.0,9328.0
gene_12,153.0,210.0,236.0,641.0,542.0,659.0,135.0,157.0,78.0,83.0,151.0,449.0,303.0,649.0,3753.0,6000.0,10668.0,13572.0
gene_13,131.0,98.0,57.0,120.0,270.0,819.0,1968.0,461.0,116.0,487.0,1326.0,1930.0,2313.0,4200.0,8150.0,1838.0,242.0,10.0
gene_14,140.0,92.0,195.0,465.0,343.0,596.0,1037.0,245.0,1416.0,2128.0,2458.0,1928.0,1333.0,2111.0,4083.0,921.0,122.0,5.0
gene_15,375.0,124.0,174.0,314.0,235.0,403.0,782.0,463.0,1211.0,2421.0,5000.0,2990.0,5967.0,4190.0,5125.0,2915.0,2663.0,310.0
gene_16,115.0,166.0,106.0,78.0,78.0,1529.0,540.0,720.0,95.0,56.0,8.0,3.0,9.0,61.0,1221.0,5276.0,9994.0,6447.0
gene_17,103.0,124.0,140.0,127.0,223.0,956.0,284.0,370.0,50.0,35.0,19.0,264.0,1705.0,9082.0,4687.0,6792.0,4998.0,3224.0
gene_18,12429.0,2671.0,2685.0,114.0,160.0,650.0,200.0,262.0,40.0,39.0,49.0,216.0,1187.0,6129.0,3345.0,4790.0,3558.0,2315.0
gene_19,123.0,64.0,75.0,998.0,1446.0,2190.0,1985.0,603.0,177.0,16.0,5.0,5.0,106.0,4605.0,3790.0,12.0,4.0,5.0
gene_20,226.0,169.0,303.0,673.0,1092.0,1206.0,1006.0,306.0,91.0,15.0,18.0,260.0,3896.0,2312.0,1901.0,8.0,10.0,2907.0
gene_21,351.0,236.0,363.0,651.0,933.0,1543.0,2493.0,6607.0,11610.0,7656.0,9755.0,2704.0,4575.0,5327.0,1931.0,18.0,10.0,1947.0
gene_22,144.0,172.0,326.0,196.0,137.0,427.0,448.0,111.0,31.0,24.0,91.0,615.0,800.0,12.0,3.0,7.0,182.0,1584.0
gene_23,120.0,171.0,240.0,188.0,110.0,245.0,262.0,70.0,82.0,197.0,407.0,325.0,414.0,31.0,90.0,439.0,8834.0,6427.0
gene_24,7612.0,9551.0,4752.0,2473.0,3781.0,2084.0,3016.0,2138.0,858.0,1140.0,479.0,539.0,342.0,184.0,82.0,306.0,5911.0,4296.0
gene_25,202.0,94.0,41.0,44.0,1633.0,1202.0,838.0,224.0,40.0,22.0,12.0,19.0,51.0,147.0,539.0,676.0,3228.0,21968.0
gene_26,181.0,99.0,88.0,275.0,955.0,622.0,434.0,116.0,26.0,58.0,43.0,185.0,1412.0,1768.0,2547.0,4806.0,3768.0,11249.0
gene_27,213.0,361.0,789.0,1343.0,3053.0,12485.0,5312.0,2375.0,1434.0,2922.0,713.0,704.0,1215.0,1394.0,1865.0,3436.0,2717.0,7828.0
gene_28,248.0,110.0,95.0,61.0,64.0,57.0,96.0,333.0,773.0,2015.0,1547.0,333.0,265.0,37.0,32.0,1.0,1.0,6.0
gene_29,238.0,88.0,192.0,442.0,324.0,304.0,960.0,576.0,775.0,1149.0,801.0,171.0,136.0,26.0,18.0,205.0,506.0,4723.0
gene_30,9437.0,14720.0,4151.0,1546.0,464.0,251.0,665.0,414.0,552.0,798.0,557.0,133.0,105.0,37.0,45.0,168.0,494.0,3676.0
gene_31,151.0,102.0,149.0,78.0,62.0,147.0,926.0,1965.0,135.0,288.0,69.0,2886.0,7853.0,3544.0,1289.0,466.0,151.0,3.0
gene_32,122.0,92.0,188.0,113.0,273.0,259.0,721.0,993.0,73.0,147.0,37.0,1792.0,4041.0,1779.0,647.0,234.0,76.0,6.0
gene_33,117.0,1027.0,1089.0,6220.0,8614.0,3487.0,1406.0,997.0,373.0,484.0,450.0,1549.0,3238.0,1921.0,4248.0,8298.0,8305.0,3502.0
gene_34,218.0,110.0,85.0,90.0,159.0,1213.0,2911.0,986.0,971.0,36.0,2.0,1.0,1.0,3.0,1.0,3.0,1940.0,45765.0
gene_35,148.0,130.0,99.0,90.0,595.0,658.0,1485.0,498.0,487.0,19.0,27.0,17.0,45.0,487.0,676.0,3457.0,8408.0,22971.0
gene_36,269.0,403.0,887.0,1775.0,3685.0,3438.0,2779.0,2268.0,850.0,797.0,616.0,912.0,348.0,764.0,686.0,2671.0,5772.0,15527.0
gene_37,758.0,251.0,683.0,423.0,115.0,89.0,12.0,26.0,1175.0,2416.0,4700.0,2367.0,376.0,17.0,2.0,61.0,945.0,31868.0
gene_38,528.0,191.0,388.0,237.0,68.0,65.0,82.0,347.0,1038.0,1735.0,2397.0,1193.0,190.0,12.0,429.0,4105.0,4880.0,16235.0
gene_39,381.0,138.0,272.0,182.0,111.0,180.0,212.0,714.0,1144.0,1481.0,1690.0,966.0,263.0,78.0,364.0,2785.0,3292.0,10887.0
gene_40,135.0,286.0,126.0,503.0,662.0,341.0,192.0,212.0,69.0,50.0,19.0,5.0,864.0,8263.0,2664.0,14668.0,441.0,10.0
gene_41,173.0,237.0,143.0,303.0,368.0,182.0,102.0,110.0,43.0,36.0,17.0,48.0,2404.0,4258.0,1338.0,7336.0,221.0,5.0
gene_42,7371.0,8174.0,775.0,913.0,461.0,311.0,128.0,178.0,57.0,31.0,20.0,41.0,1611.0,2845.0,899.0,5022.0,1090.0,981.0
gene_43,134.0,93.0,336.0,501.0,115.0,24.0,12.0,18.0,29.0,1095.0,1059.0,2401.0,5399.0,2538.0,3885.0,735.0,777.0,4.0
gene_44,140.0,156.0,223.0,296.0,72.0,57.0,291.0,561.0,1076.0,1754.0,2718.0,2534.0,3284.0,1281.0,1944.0,368.0,389.0,3.0
gene_45,909.0,892.0,1397.0,3136.0,4561.0,3599.0,3179.0,3784.0,1584.0,2141.0,2855.0,2344.0,2500.0,1329.0,2356.0,1082.0,1384.0,356.0
gene_46,128.0,142.0,114.0,106.0,111.0,608.0,601.0,1376.0,2073.0,160.0,107.0,36.0,2.0,1.0,11.0,36.0,32.0,21985.0
gene_47,130.0,162.0,178.0,180.0,271.0,631.0,439.0,696.0,1042.0,82.0,55.0,20.0,9.0,74.0,6258.0,8777.0,9119.0,10996.0
gene_48,204.0,125.0,126.0,129.0,187.0,424.0,310.0,497.0,796.0,913.0,336.0,649.0,409.0,298.0,4240.0,5898.0,6108.0,7386.0
gene_49,184.0,277.0,183.0,96.0,78.0,83.0,53.0,25.0,30.0,75.0,934.0,572.0,169.0,12.0,83.0,245.0,5490.0,10763.0
gene_50,169.0,178.0,167.0,94.0,92.0,63.0,73.0,63.0,131.0,290.0,696.0,307.0,92.0,73.0,2415.0,3473.0,3172.0,5390.0
gene_51,303.0,240.0,207.0,166.0,118.0,97.0,62.0,61.0,116.0,214.0,486.0,294.0,1181.0,1523.0,3919.0,5129.0,3786.0,4574.0
gene_52,95.0,79.0,803.0,547.0,257.0,128.0,25.0,22.0,26.0,53.0,1911.0,11626.0,10376.0,12374.0,21.0,0.0,1.0,0.0
gene_53,154.0,237.0,485.0,316.0,145.0,76.0,118.0,340.0,844.0,1410.0,1602.0,5865.0,5227.0,6197.0,12.0,7.0,23.0,84.0
gene_54,131.0,305.0,585.0,569.0,771.0,731.0,964.0,1435.0,684.0,1033.0,1141.0,3969.0,3506.0,4163.0,43.0,46.0,91.0,139.0
gene_55,115.0,287.0,184.0,160.0,683.0,4588.0,3950.0,2162.0,19.0,70.0,496.0,20072.0,9195.0,2373.0,6.0,2.0,1.0,14.0
gene_56,179.0,391.0,1360.0,1435.0,2204.0,2323.0,1994.0,1087.0,732.0,5410.0,3794.0,10534.0,4601.0,1187.0,4.0,122.0,87.0,8957.0
gene_57,127.0,263.0,920.0,969.0,1496.0,1723.0,2842.0,2162.0,2880.0,16587.0,7917.0,16233.0,7983.0,8382.0,7834.0,3795.0,929.0,7207.0
gene_58,122.0,65.0,251.0,307.0,1305.0,648.0,1980.0,850.0,685.0,181.0,35.0,17.0,5.0,7.0,3720.0,16836.0,3608.0,1.0
gene_59,129.0,143.0,346.0,378.0,772.0,369.0,1022.0,440.0,345.0,92.0,20.0,10.0,1201.0,2617.0,4130.0,10708.0,1806.0,2.0
gene_60,98.0,2540.0,2932.0,4731.0,5742.0,8172.0,13884.0,5436.0,11896.0,2730.0,4429.0,1707.0,2333.0,2458.0,4089.0,7557.0,1307.0,93.0
gene_61,227.0,407.0,349.0,443.0,296.0,105.0,25.0,37.0,19.0,30.0,456.0,942.0,972.0,2421.0,1906.0,2185.0,297.0,2.0
gene_62,212.0,305.0,378.0,318.0,207.0,78.0,43.0,46.0,319.0,614.0,1119.0,877.0,896.0,1267.0,967.0,1097.0,151.0,8.0
gene_63,40474.0,10759.0,3581.0,1229.0,744.0,120.0,67.0,58.0,234.0,440.0,1147.0,2982.0,6667.0,5613.0,3696.0,2099.0,550.0,288.0
gene_64,207.0,264.0,440.0,248.0,139.0,11.0,18.0,1142.0,3975.0,2636.0,5988.0,5173.0,1311.0,273.0,273.0,2.0,0.0,1.0
gene_65,166.0,232.0,308.0,181.0,76.0,28.0,43.0,1517.0,2373.0,1507.0,3022.0,2596.0,658.0,138.0,137.0,3.0,7.0,560.0
gene_66,327.0,281.0,355.0,158.0,172.0,427.0,304.0,1797.0,2144.0,3677.0,4447.0,3900.0,1339.0,1307.0,204.0,20.0,14.0,380.0
gene_67,146.0,185.0,277.0,313.0,368.0,243.0,41.0,6.0,4.0,5.0,4.0,48.0,12739.0,13883.0,300.0,119.0,2.0,3.0
gene_68,191.0,271.0,193.0,201.0,216.0,146.0,92.0,37.0,61.0,363.0,745.0,6060.0,6420.0,6969.0,151.0,60.0,3.0,4922.0
gene_69,1227.0,2178.0,1618.0,691.0,158.0,109.0,68.0,29.0,68.0,273.0,533.0,4260.0,4785.0,5211.0,599.0,443.0,187.0,3397.0
gene_70,156.0,113.0,208.0,161.0,614.0,1257.0,1153.0,1123.0,1202.0,130.0,42.0,9.0,4.0,103.0,8224.0,7597.0,11698.0,9622.0
gene_71,132.0,134.0,277.0,254.0,613.0,786.0,644.0,644.0,648.0,69.0,29.0,31.0,146.0,3235.0,4287.0,3810.0,5858.0,4813.0
gene_72,235.0,194.0,257.0,232.0,458.0,590.0,441.0,440.0,445.0,63.0,39.0,79.0,147.0,2322.0,3153.0,3106.0,4512.0,5208.0
gene_73,180.0,741.0,550.0,300.0,17.0,17.0,24.0,122.0,975.0,674.0,2184.0,7167.0,595.0,90.0,3.0,2.0,3.0,244.0
gene_74,167.0,448.0,305.0,168.0,81.0,303.0,302.0,1593.0,1265.0,866.0,1668.0,3746.0,299.0,46.0,100.0,2571.0,2778.0,23925.0
