"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000001",123.914854051431,-1.45056250185451,0.332833960219113,20.681661093698,5.42329409689589e-06,0.000101849592112216
"ENSMUSG00000000028",8.91880254305839,-4.4983710433479,1.85569379749407,6.26151143761615,0.0123388890919768,0.069155576408333
"ENSMUSG00000000031",0.51560503428141,0.154786888852986,1.5656673461847,0.00513120568302838,0.94289442731128,0.984825225587979
"ENSMUSG00000000037",1.46890029727231,-2.1947588226282,2.30994030462742,1.01348817322872,0.314068628493765,0.606065726645664
"ENSMUSG00000000049",0.479601720409321,-4.59831231100903,4.38079642464965,1.90977951851933,0.166987752153435,0.425824093738973
"ENSMUSG00000000056",14.6954485522163,-1.94776836340496,0.911430322868942,4.78452988856907,0.0287164852673043,0.129659281964495
"ENSMUSG00000000058",18.579273077354,8.91298501871139,1.18495762089777,30.1210360310431,4.059043026658e-08,1.25702991300071e-06
"ENSMUSG00000000078",30.831946554708,-0.409644304678825,0.614102571087995,0.408239876992411,0.52286422882785,0.778741550504193
"ENSMUSG00000000085",28.2022728164594,0.53617413110915,0.548458017653168,0.950863615166327,0.329499568898041,0.622725402797135
"ENSMUSG00000000088",21.0048280394001,-0.792450659842295,0.339474975754973,5.30477177225384,0.0212670857838764,0.103987513231841
"ENSMUSG00000000120",1.54466309637437,-1.0374569064261,1.62334438983567,0.490761671705798,0.483587736768435,0.74865562777109
"ENSMUSG00000000127",22.1544963005865,-0.276720903701875,0.63681100333423,0.189632884700131,0.663222340138881,0.864062199817256
"ENSMUSG00000000131",39.6539246577577,-0.391301358305995,0.420510194774696,0.970486307048304,0.324558925276726,0.617228617196943
"ENSMUSG00000000134",49.8720186666394,-0.653478859047761,0.423468271978799,2.4442128573337,0.117959044051058,0.345080188274527
"ENSMUSG00000000142",5.87318416176879,-0.0817679818717072,0.849958259328726,0.00974419559338457,0.921366391201228,0.978267329271943
"ENSMUSG00000000148",17.7843657346834,0.00953203986940817,0.800395170398104,0.000146912129139309,0.990329292359088,1
"ENSMUSG00000000149",7.18245542328178,-0.344955379854254,0.983669842692724,0.122775006422444,0.72604404460558,0.895450541972554
"ENSMUSG00000000154",0.414276895160708,0.669005336833283,4.4262459361573,0.00851056248114901,0.926497260122464,0.980704894201072
"ENSMUSG00000000157",0.283541711821774,-0.354148468228831,3.23626511955197,-0.0199237793715383,1,NA
"ENSMUSG00000000159",6.73171502754875,-1.32321339007632,1.33151632781416,1.11378010392013,0.291261711520295,0.582760718369558
"ENSMUSG00000000167",3.95921065136336,-1.51414016390688,1.23995255882366,1.4923678437525,0.221849438670283,0.504084309359581
"ENSMUSG00000000168",53.3396304994198,-0.259905988166514,0.461422025278476,0.340155902746119,0.559739245725311,0.803195952791632
"ENSMUSG00000000171",188.894379629271,-0.80621629722365,0.162615124214287,24.9485752179789,5.88800274639526e-07,1.40264125756511e-05
"ENSMUSG00000000184",1022.50304617284,1.97955427700477,0.150230930478026,154.195120857528,2.09936245360188e-35,9.47352302633946e-33
"ENSMUSG00000000194",36.1539613310067,0.184039115150306,0.464643404687277,0.165210392685822,0.684404044292083,0.874553193814656
"ENSMUSG00000000197",32.7190201236636,2.61206997125387,0.545639317888793,18.4432229250383,1.75042221556905e-05,0.000285306176188829
"ENSMUSG00000000202",16.2463576722546,-0.0766285677925331,0.651910017398659,0.0139652397529062,0.90592930288152,0.973375927376963
"ENSMUSG00000000214",4.28799680685883,-5.36490182975694,1.68728229795044,10.3516611953158,0.0012935822197603,0.0114482340281844
"ENSMUSG00000000215",342.379730218759,0.392496687445949,0.679953473876771,0.366323494649805,0.54501513064223,0.79304732365837
"ENSMUSG00000000216",1.43000414428396,5.91985899801911,3.26453889791918,3.38229420628383,0.0659002632823935,0.233991295782473
"ENSMUSG00000000223",0.246609151503715,0.148292064906729,1.70385107676138,-0.211612511455598,1,NA
"ENSMUSG00000000253",51.4778932185278,0.422641910223561,0.450929607907859,0.909551623851257,0.340233414090791,0.633012904011067
