,0.0,0.0.1,0.1,0.1.1,0.2,0.2.1,0.3,0.3.1,0.4,0.4.1,0.5,0.5.1,0.6,0.6.1,0.7,0.7.1,0.8,0.8.1,0.9,0.9.1,1.0,1.0.1
gene_4_1,1.9369805265270799,2.240510515775659,0.0,2.323310382203679,2.336023817367315,2.655904663918981,2.5276820342619044,2.339112921350897,2.309984301964556,2.6345819034268003,2.5353426755188435,1.5917305539903872,2.5442638748017576,1.9620987220486072,2.958765954712575,2.134949217332961,1.480454187978875,1.9498246616432653,3.2727867113894145,2.320038569529565,3.4508840961232456,3.306563472374155
gene_4_2,2.84760359999997,2.986726934120032,3.265873030936935,3.009137709196476,0.0,2.3895216721956176,2.4209481912664046,2.9187345750766185,2.5733999507620187,2.9985842011546313,3.2344245208128974,3.196455435906904,1.5416512174057841,2.510042340082199,0.0,3.1035587410783023,2.04454046718481,3.3892067112132622,3.0148016562907927,2.1475127374494765,2.1595302953785254,2.4321442315393935
gene_4_3,1.703295048196762,2.2995507221437093,2.8741413819852704,2.984054655260982,2.379086838041589,2.664562690750571,2.2656578157974576,2.6941738927110146,2.8913521346289275,3.0662941123370984,2.9870222665251487,3.3175901265842107,3.004743105338117,3.2697234779439777,3.340552302677685,3.237425043586819,1.7323198735913687,2.351135472227337,2.6091724299026393,2.332899822589823,2.845642093119968,2.782323505310588
gene_4_4,3.1000502465238666,2.04454046718481,2.9426108702285276,2.386949637820679,3.021396627231574,2.869214446374443,2.780461098796231,2.820411684244103,2.917219088677881,2.824160022545657,2.6916092001239664,2.8538840980704956,2.9957387112056253,2.969349353011053,2.5323038322598,3.1186351082520476,3.0735125498072775,2.8845957946247758,2.550055388853586,1.703295048196762,1.5416512174057841,2.2923697273961197
gene_4_5,2.8421756236037266,2.9968804224241583,2.5707536199507475,2.2995507221437093,2.2360876864124117,1.9093513157779216,1.7323198735913687,1.5917305539903872,2.1217877577655067,1.8944276989559137,2.2887080839388743,2.1927355646360085,2.100791153021595,2.505029644035651,3.0301206608427096,2.650974901377845,3.313993370721624,2.722460042125963,2.977411620440018,2.7716001074863668,3.817821057636163,3.3490533763260815
gene_4_6,2.3421679053060536,2.522981692059783,2.336023817367315,2.7162449412180534,2.4785055830782508,2.4690671970490925,1.7585860657434724,2.758427862240792,2.4277200497307714,2.2774229988242065,2.356956292690882,2.0063799162672042,0.0,1.1046813675793294,1.9851245353029496,2.4803552175733805,2.4572988235187614,2.5276820342619044,1.5917305539903872,2.1595302953785254,1.9738511689649252,2.3167275904736475
gene_4_7,0.0,2.6193950293848083,1.1046813675793294,3.7417189280456005,3.166513372633225,1.1046813675793294,1.8944276989559137,3.2841069202178996,3.979608259968797,4.124284726319742,3.694445926243839,1.2913259907845849,4.638101503512576,4.2820256733341,3.899175059265569,3.2077129569129132,3.351118653802565,2.100791153021595,3.1375950826234478,2.655904663918981,3.2478502104334717,2.2696354090232216
gene_4_8,3.326469089289392,3.666377243955159,3.1839971122580186,3.3677050325547526,3.3861558288695064,3.744938908157982,3.3333894597972913,2.905580265110572,3.8108525787826455,3.5611301807109705,4.424414831425151,3.346972561487126,4.233600758133297,4.219605094514529,0.0,3.7912073188921918,3.6566388185538363,2.8983543899474364,3.2697234779439777,2.630327213610048,2.1535867801412167,3.2125874084119603
gene_4_9,2.1821039930214288,3.1609035871754845,2.9749558589042104,3.172162819057384,2.9985842011546313,2.979845769742211,2.9149301751250203,2.7424611687605935,3.1776991795776985,3.4992537951582405,3.4288417918964433,3.38108972664663,2.8719127396399524,2.8867249335438463,2.5033383520272303,1.40175135526054,1.480454187978875,2.197901930265368,2.2575268004911533,2.1710473723777284,2.2887080839388743,1.8619233044765746
gene_4_10,2.650974901377845,1.8441165105995334,3.135532299967625,2.4321442315393935,2.362657134943874,3.310440917225484,2.093422494051952,2.8436665763147246,3.16372270183294,2.9168389160736403,3.447218419125726,3.4511047046757457,2.4299409863869825,3.153242375971985,2.491200565511568,2.8586200348922066,2.4803552175733805,2.6009517990142945,2.9746473499295396,3.0460698632472916,3.5043028424838045,2.51169325200422
