"","GSM1368273","GSM1368274","GSM1368275","GSM1368276","GSM1368277","GSM1368278","GSM1368279","GSM1368280","GSM1368281","GSM1368282","GSM1368283","GSM1368284","GSM1368285","GSM1368286","GSM1368287","GSM1368288","GSM1368289","GSM1368290"
"SPAC212.11",4.74471156072387,5.04255991076265,19.2253949579244,13.8214688786128,13.7049007631043,53.9152103889212,6.58533078943383,9.64751553144893,11.0124429086572,3.61542345762265,5.40908605733006,6.83101095544043,2.42395250046567,0,9.69628611299849,8.51592770236039,4.59577684275821,11.4857084417756
"SPAC212.09c",13.6410457370811,39.0798393084105,37.6817741175318,28.370383487679,45.2261725182442,48.6976093835417,66.5850113153865,100.609804827967,82.5933218149288,72.3084691524531,50.3045003331696,62.3329749683939,44.439129175204,38.9000405156155,73.9341816116135,36.6184891201497,68.1706898342468,43.6456920787471
"SPAC212.04c",21.9442909683479,6.30319988845331,16.1493317646565,19.6410347222393,8.22294045786258,6.95680134050596,24.1462128945907,44.1029281437665,59.4671917067487,18.0771172881133,17.3090753834562,19.6391564968912,20.1996041705473,11.1142972901759,21.8166437542466,21.289819255901,22.2129214066647,19.5257043510184
"SPAC212.01c",1.18617789018097,0,1.53803159663395,0,0,0,1.46340684209641,0,2.20248858173144,1.80771172881133,0.540908605733006,3.41550547772021,0,0,2.42407152824962,0,0,2.29714168835511
"SPNCRNA.601",21.3512020232574,3.78191993307199,4.61409478990186,16.7312518004261,10.9639206104834,0,8.04873763153024,2.75643300898541,6.6074657451943,12.6539821016793,4.86817745159706,7.68488732487048,16.9676675032597,11.1142972901759,7.27221458474887,16.1802626344847,6.89366526413732,3.44571253253267
"SPAC977.11",91.9287864890249,75.6383986614397,72.2874850417958,77.8366931585038,34.2622519077607,38.2624073727828,80.4873763153023,63.3979592066644,82.5933218149288,39.7696580338492,54.6317691790336,58.0635931212436,58.1748600111761,71.1315026571254,81.2063961963624,62.1662722272308,82.7239831696478,63.1713964297655
"SPAC977.13c",11.2686899567192,11.345759799216,10.7662211764377,10.9116859567996,30.1507816788294,10.4352020107589,149.267497893833,135.065217440285,100.21323046878,21.6925407457359,62.7453982650287,41.8399421020726,12.9277466691502,15.5600162062462,21.8166437542466,17.8834481749568,16.0852189496537,6.89142506506533
"SPAC977.15",53.971094003234,40.3404792861012,66.1353586552599,90.2032705762101,82.2294045786257,140.875227145246,50.487536052326,64.7761757111571,70.4796346154059,21.6925407457359,38.9454196127764,46.1093239492229,23.4315408378348,10.0028675611583,12.1203576412481,24.6961903368451,22.2129214066647,26.4171294160838
"SPAC977.16c",109.128365896649,132.367197657519,134.577764705471,95.2953906893832,132.937537402112,154.788829826258,78.2922660521577,99.2315883234747,153.072956430335,56.0390635931511,100.068092060606,111.857804395337,25.0475091714786,16.6714459352638,44.845323272618,25.5477831070812,41.3619915848239,24.1199877277287
"SPNCRNA.76",3.5585336705429,3.78191993307199,2.30704739495093,3.63722865226653,4.11147022893129,6.95680134050596,4.39022052628922,4.13464951347811,3.30373287259715,5.42313518643398,1.08181721146601,2.56162910829016,2.42395250046567,0,3.63610729237443,1.70318554047208,4.59577684275821,2.29714168835511
"SPNCRNA.603",0.593088945090483,0,0.769015798316976,0,4.11147022893129,0,9.51214447362664,0,1.10124429086572,0,0.540908605733006,0.853876369430054,1.61596833364378,0,0,0,0,0
