,0,0.1,0.2,1,1.1,1.2,2,2.1,2.2,3,3.1,3.2,4,4.1,4.2,5,5.1,5.2
gene_1,88.0,139.0,207.0,500.0,21.0,11.0,9.0,17.0,294.0,1187.0,1258.0,5076.0,610.0,260.0,123.0,3.0,1.0,4.0
gene_2,387.0,2728.0,406.0,302.0,567.0,941.0,1022.0,313.0,439.0,1348.0,814.0,296.0,1065.0,603.0,886.0,297.0,641.0,289.0
gene_3,120.0,229.0,250.0,265.0,46.0,210.0,157.0,1482.0,2277.0,1694.0,2029.0,3072.0,307.0,130.0,63.0,4.0,364.0,2358.0
gene_4,338.0,2683.0,869.0,528.0,2018.0,1014.0,1475.0,575.0,1467.0,1147.0,1219.0,506.0,1068.0,1204.0,899.0,318.0,2063.0,503.0
gene_5,6536.0,11512.0,7479.0,19883.0,9514.0,9499.0,12573.0,5396.0,5288.0,1685.0,1422.0,2073.0,235.0,97.0,45.0,10.0,258.0,1634.0
gene_6,3940.0,2457.0,2541.0,1144.0,4555.0,2428.0,3504.0,2317.0,3104.0,7537.0,1669.0,4196.0,2286.0,2759.0,2774.0,769.0,5272.0,7723.0
gene_7,90.0,57.0,218.0,378.0,618.0,1058.0,961.0,97.0,19.0,23.0,13.0,18.0,485.0,432.0,252.0,28.0,11.0,9.0
gene_8,254.0,577.0,257.0,301.0,308.0,204.0,474.0,174.0,269.0,823.0,571.0,500.0,217.0,501.0,314.0,284.0,325.0,665.0
gene_9,106.0,111.0,210.0,343.0,444.0,674.0,557.0,58.0,25.0,40.0,43.0,1134.0,2095.0,218.0,128.0,16.0,6.0,6.0
gene_10,625.0,723.0,679.0,754.0,451.0,1378.0,809.0,249.0,476.0,695.0,783.0,419.0,391.0,589.0,313.0,266.0,761.0,734.0
gene_11,6126.0,1706.0,1035.0,673.0,361.0,484.0,448.0,100.0,49.0,58.0,141.0,880.0,3105.0,6619.0,8645.0,2437.0,5045.0,1730.0
gene_12,3745.0,2645.0,4353.0,5385.0,6079.0,4864.0,4551.0,1619.0,3222.0,3043.0,5347.0,3673.0,2697.0,3588.0,5653.0,2830.0,1955.0,3523.0
gene_13,373.0,235.0,440.0,164.0,75.0,186.0,230.0,283.0,540.0,772.0,2626.0,3761.0,932.0,73.0,77.0,2.0,140.0,2012.0
gene_14,155.0,581.0,985.0,613.0,984.0,686.0,331.0,332.0,550.0,985.0,1020.0,555.0,391.0,855.0,655.0,619.0,1617.0,362.0
gene_15,275.0,208.0,310.0,170.0,131.0,317.0,621.0,707.0,484.0,755.0,1634.0,2038.0,475.0,37.0,39.0,4.0,16338.0,12022.0
gene_16,3773.0,5062.0,3465.0,1266.0,997.0,3545.0,4770.0,2916.0,3456.0,4547.0,3298.0,5935.0,1874.0,1749.0,2176.0,4144.0,2389.0,1353.0
gene_17,400.0,745.0,689.0,791.0,1155.0,738.0,758.0,549.0,354.0,531.0,1107.0,1386.0,362.0,83.0,332.0,266.0,11148.0,8504.0
gene_18,2864.0,3822.0,2458.0,1069.0,1067.0,2604.0,3629.0,2189.0,2712.0,3234.0,2505.0,4220.0,1560.0,1507.0,2028.0,3202.0,2529.0,1299.0
gene_19,100.0,224.0,252.0,356.0,255.0,165.0,83.0,83.0,44.0,35.0,30.0,498.0,346.0,100.0,53.0,52.0,218.0,1814.0
gene_20,689.0,1605.0,328.0,566.0,646.0,698.0,459.0,559.0,396.0,593.0,323.0,615.0,374.0,1022.0,511.0,351.0,517.0,585.0
gene_21,116.0,185.0,181.0,208.0,199.0,126.0,69.0,63.0,64.0,54.0,78.0,557.0,191.0,59.0,2839.0,6927.0,10806.0,9328.0
gene_22,1630.0,3866.0,1880.0,3265.0,2355.0,882.0,3688.0,7174.0,1718.0,1574.0,1284.0,2244.0,2499.0,1343.0,1374.0,2652.0,1973.0,1482.0
gene_23,153.0,210.0,236.0,641.0,542.0,659.0,135.0,157.0,78.0,83.0,151.0,449.0,303.0,649.0,3753.0,6000.0,10668.0,13572.0
gene_24,3692.0,3711.0,4892.0,4693.0,2729.0,1792.0,5298.0,7824.0,3368.0,2296.0,1944.0,6417.0,4760.0,2404.0,5324.0,3212.0,3465.0,3527.0
gene_25,131.0,98.0,57.0,120.0,270.0,819.0,1968.0,461.0,116.0,487.0,1326.0,1930.0,2313.0,4200.0,8150.0,1838.0,242.0,10.0
gene_26,1502.0,2181.0,898.0,1142.0,1436.0,1989.0,995.0,1107.0,1128.0,2526.0,764.0,1755.0,1248.0,671.0,3212.0,791.0,2576.0,3840.0
gene_27,140.0,92.0,195.0,465.0,343.0,596.0,1037.0,245.0,1416.0,2128.0,2458.0,1928.0,1333.0,2111.0,4083.0,921.0,122.0,5.0
gene_28,937.0,1653.0,911.0,1100.0,975.0,1465.0,770.0,948.0,813.0,2033.0,806.0,1179.0,1178.0,941.0,2232.0,668.0,1775.0,2253.0
gene_29,375.0,124.0,174.0,314.0,235.0,403.0,782.0,463.0,1211.0,2421.0,5000.0,2990.0,5967.0,4190.0,5125.0,2915.0,2663.0,310.0
gene_30,1321.0,1893.0,2008.0,1666.0,900.0,1934.0,886.0,1216.0,742.0,1709.0,1297.0,1064.0,1124.0,2045.0,2172.0,1473.0,2405.0,2222.0
gene_31,115.0,166.0,106.0,78.0,78.0,1529.0,540.0,720.0,95.0,56.0,8.0,3.0,9.0,61.0,1221.0,5276.0,9994.0,6447.0
gene_32,1084.0,4242.0,1190.0,1545.0,1500.0,1771.0,1307.0,1152.0,851.0,3482.0,3139.0,1455.0,2501.0,937.0,1152.0,1083.0,1201.0,1725.0
gene_33,103.0,124.0,140.0,127.0,223.0,956.0,284.0,370.0,50.0,35.0,19.0,264.0,1705.0,9082.0,4687.0,6792.0,4998.0,3224.0
gene_34,1027.0,3656.0,1877.0,7260.0,2782.0,5447.0,2625.0,3604.0,3732.0,4702.0,3362.0,5387.0,1731.0,1353.0,2672.0,3972.0,5454.0,1949.0
gene_35,12429.0,2671.0,2685.0,114.0,160.0,650.0,200.0,262.0,40.0,39.0,49.0,216.0,1187.0,6129.0,3345.0,4790.0,3558.0,2315.0
gene_36,2004.0,3620.0,4196.0,5743.0,3632.0,5322.0,2030.0,4188.0,2899.0,4446.0,3603.0,4776.0,2067.0,1521.0,2537.0,3415.0,4200.0,1988.0
gene_37,99.0,64.0,113.0,775.0,631.0,1261.0,1507.0,475.0,151.0,12.0,4.0,5.0,63.0,6770.0,5004.0,4.0,4.0,6.0
gene_38,4399.0,2189.0,2165.0,2273.0,1765.0,1512.0,3582.0,3676.0,1594.0,430.0,2493.0,1826.0,1344.0,1267.0,1085.0,929.0,1280.0,1924.0
gene_39,120.0,429.0,417.0,647.0,655.0,754.0,765.0,244.0,79.0,14.0,20.0,530.0,5951.0,3403.0,2508.0,5.0,5.0,5483.0
gene_40,3762.0,2242.0,2425.0,1847.0,3665.0,1834.0,2754.0,4255.0,2070.0,1849.0,2898.0,1908.0,2407.0,2035.0,2391.0,1333.0,2552.0,1513.0
gene_41,208.0,354.0,472.0,1194.0,4046.0,3052.0,8868.0,8954.0,8634.0,6565.0,4649.0,4816.0,4039.0,2273.0,1678.0,5.0,9.0,3671.0
gene_42,3089.0,2746.0,4961.0,2773.0,4106.0,2630.0,4462.0,4382.0,2868.0,4022.0,4633.0,2949.0,2673.0,2151.0,3134.0,1282.0,2209.0,2007.0
gene_43,167.0,230.0,351.0,206.0,530.0,1021.0,1007.0,435.0,322.0,237.0,279.0,2079.0,5681.0,8334.0,3.0,1.0,42.0,123.0
gene_44,1584.0,1273.0,3652.0,1935.0,1821.0,1552.0,2506.0,2378.0,1270.0,963.0,1640.0,2135.0,1464.0,3710.0,1521.0,755.0,1284.0,956.0
gene_45,163.0,277.0,245.0,297.0,403.0,628.0,564.0,224.0,174.0,711.0,3165.0,2793.0,3040.0,4224.0,7.0,235.0,10786.0,23024.0
