,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5
gene_1,8.0,52.0,27.0,26.0,29.0,54.0,38.0,15.0,20.0,18.0,19.0,6.0,27.0,10.0,17.0,39.0,12.0,63.0
gene_2,25.0,32.0,24.0,22.0,20.0,41.0,25.0,18.0,22.0,15.0,23.0,13.0,20.0,21.0,18.0,27.0,27.0,72.0
gene_3,130.0,73.0,88.0,78.0,63.0,153.0,171.0,60.0,71.0,93.0,142.0,92.0,106.0,178.0,131.0,84.0,82.0,87.0
gene_4,63.0,45.0,21.0,357.0,19.0,13.0,11.0,23.0,38.0,24.0,60.0,9.0,49.0,46.0,17.0,15.0,12.0,13.0
gene_5,38.0,34.0,22.0,242.0,23.0,27.0,30.0,33.0,47.0,27.0,38.0,11.0,58.0,61.0,17.0,25.0,13.0,42.0
gene_6,45.0,33.0,27.0,174.0,21.0,34.0,28.0,37.0,48.0,36.0,39.0,21.0,48.0,61.0,30.0,31.0,22.0,41.0
gene_7,35.0,54.0,48.0,17.0,22.0,25.0,24.0,19.0,25.0,36.0,26.0,43.0,16.0,15.0,29.0,42.0,19.0,27.0
gene_8,26.0,31.0,42.0,22.0,14.0,23.0,31.0,14.0,23.0,24.0,19.0,28.0,25.0,20.0,26.0,31.0,22.0,20.0
gene_9,164.0,173.0,182.0,176.0,80.0,186.0,192.0,73.0,150.0,149.0,69.0,99.0,139.0,64.0,63.0,68.0,72.0,182.0
gene_10,17.0,14.0,83.0,49.0,18.0,27.0,46.0,34.0,46.0,26.0,42.0,8.0,45.0,96.0,37.0,29.0,21.0,60.0
gene_11,31.0,25.0,53.0,43.0,22.0,23.0,39.0,29.0,48.0,52.0,32.0,17.0,52.0,70.0,33.0,19.0,32.0,49.0
gene_12,80.0,101.0,102.0,110.0,60.0,96.0,130.0,50.0,116.0,133.0,55.0,106.0,102.0,142.0,74.0,59.0,59.0,99.0
gene_13,103.0,21.0,36.0,13.0,24.0,8.0,12.0,15.0,19.0,33.0,16.0,16.0,22.0,14.0,31.0,26.0,24.0,24.0
gene_14,58.0,90.0,99.0,13.0,23.0,21.0,14.0,22.0,20.0,26.0,20.0,24.0,43.0,12.0,21.0,27.0,37.0,29.0
gene_15,82.0,119.0,97.0,39.0,39.0,54.0,30.0,34.0,57.0,50.0,50.0,78.0,72.0,56.0,41.0,65.0,49.0,51.0
gene_16,76.0,25.0,18.0,34.0,27.0,30.0,12.0,26.0,17.0,39.0,7.0,19.0,18.0,13.0,20.0,47.0,33.0,54.0
gene_17,64.0,33.0,19.0,47.0,36.0,32.0,47.0,29.0,28.0,57.0,58.0,15.0,27.0,15.0,33.0,42.0,23.0,71.0
gene_18,111.0,86.0,64.0,71.0,73.0,53.0,64.0,34.0,52.0,59.0,60.0,55.0,72.0,52.0,85.0,128.0,96.0,88.0
gene_19,61.0,28.0,31.0,55.0,29.0,14.0,112.0,36.0,40.0,19.0,20.0,30.0,75.0,23.0,41.0,24.0,19.0,21.0
gene_20,59.0,21.0,33.0,32.0,51.0,50.0,65.0,27.0,34.0,13.0,16.0,23.0,46.0,25.0,57.0,44.0,34.0,30.0
gene_21,382.0,402.0,321.0,264.0,282.0,549.0,537.0,189.0,303.0,322.0,298.0,301.0,147.0,333.0,343.0,171.0,199.0,332.0
gene_22,18.0,37.0,24.0,35.0,13.0,24.0,20.0,36.0,58.0,13.0,56.0,30.0,53.0,26.0,17.0,18.0,16.0,9.0
gene_23,19.0,43.0,20.0,21.0,18.0,32.0,29.0,52.0,39.0,26.0,39.0,26.0,36.0,26.0,21.0,19.0,23.0,18.0
gene_24,36.0,53.0,93.0,34.0,62.0,43.0,58.0,73.0,82.0,51.0,70.0,58.0,56.0,45.0,75.0,83.0,50.0,71.0
gene_25,32.0,39.0,18.0,27.0,40.0,82.0,71.0,26.0,23.0,34.0,43.0,39.0,37.0,5.0,32.0,17.0,38.0,45.0
gene_26,25.0,42.0,24.0,36.0,62.0,156.0,47.0,34.0,32.0,50.0,31.0,40.0,31.0,50.0,38.0,23.0,48.0,42.0
gene_27,101.0,151.0,141.0,148.0,263.0,271.0,138.0,208.0,358.0,182.0,199.0,107.0,135.0,146.0,337.0,110.0,153.0,382.0
gene_28,14.0,31.0,25.0,29.0,37.0,14.0,80.0,35.0,11.0,30.0,21.0,13.0,12.0,13.0,28.0,23.0,36.0,12.0
gene_29,28.0,34.0,26.0,35.0,37.0,25.0,52.0,27.0,17.0,26.0,23.0,14.0,15.0,33.0,21.0,54.0,24.0,13.0
gene_30,235.0,124.0,66.0,218.0,212.0,106.0,211.0,452.0,194.0,289.0,161.0,172.0,97.0,110.0,143.0,161.0,186.0,387.0
gene_31,41.0,21.0,50.0,74.0,53.0,100.0,41.0,123.0,54.0,37.0,29.0,117.0,95.0,40.0,176.0,34.0,10.0,42.0
gene_32,31.0,16.0,42.0,54.0,34.0,62.0,36.0,70.0,42.0,30.0,17.0,74.0,59.0,33.0,95.0,22.0,12.0,39.0
gene_33,249.0,108.0,126.0,166.0,184.0,189.0,100.0,419.0,156.0,126.0,362.0,200.0,131.0,124.0,262.0,423.0,508.0,133.0
gene_34,48.0,19.0,9.0,28.0,36.0,66.0,9.0,78.0,79.0,19.0,12.0,37.0,14.0,28.0,32.0,39.0,15.0,64.0
gene_35,29.0,18.0,20.0,35.0,38.0,42.0,34.0,55.0,74.0,19.0,34.0,30.0,21.0,71.0,28.0,47.0,35.0,42.0
gene_36,30.0,74.0,87.0,47.0,52.0,74.0,53.0,66.0,77.0,73.0,69.0,60.0,91.0,88.0,67.0,51.0,93.0,82.0
gene_37,37.0,15.0,17.0,8.0,32.0,30.0,14.0,36.0,49.0,21.0,7.0,40.0,16.0,14.0,26.0,32.0,28.0,65.0
gene_38,50.0,36.0,46.0,16.0,27.0,53.0,19.0,28.0,36.0,44.0,15.0,62.0,11.0,31.0,23.0,31.0,24.0,38.0
gene_39,178.0,161.0,125.0,96.0,136.0,68.0,133.0,69.0,131.0,141.0,62.0,96.0,70.0,59.0,78.0,83.0,83.0,91.0
gene_40,37.0,41.0,46.0,46.0,74.0,48.0,30.0,31.0,17.0,44.0,70.0,38.0,48.0,46.0,60.0,20.0,146.0,26.0
gene_41,33.0,34.0,47.0,64.0,84.0,34.0,34.0,29.0,36.0,36.0,68.0,24.0,39.0,28.0,36.0,27.0,109.0,19.0
gene_42,48.0,117.0,90.0,69.0,104.0,65.0,128.0,86.0,83.0,93.0,135.0,48.0,51.0,62.0,55.0,64.0,113.0,66.0
gene_43,34.0,23.0,14.0,24.0,34.0,37.0,166.0,41.0,87.0,41.0,46.0,39.0,113.0,67.0,41.0,51.0,31.0,49.0
gene_44,77.0,42.0,15.0,30.0,24.0,52.0,132.0,47.0,61.0,51.0,40.0,67.0,93.0,46.0,45.0,108.0,37.0,35.0
gene_45,578.0,497.0,907.0,548.0,274.0,301.0,274.0,429.0,220.0,791.0,366.0,467.0,362.0,671.0,254.0,735.0,253.0,267.0
gene_46,93.0,51.0,15.0,20.0,43.0,57.0,29.0,28.0,31.0,21.0,47.0,47.0,262.0,34.0,22.0,37.0,37.0,27.0
gene_47,76.0,44.0,17.0,17.0,29.0,36.0,28.0,31.0,38.0,42.0,97.0,45.0,144.0,32.0,16.0,28.0,32.0,19.0
gene_48,644.0,220.0,543.0,358.0,505.0,304.0,372.0,328.0,389.0,272.0,377.0,311.0,258.0,252.0,535.0,275.0,409.0,390.0
gene_49,21.0,23.0,12.0,27.0,24.0,37.0,9.0,22.0,21.0,12.0,32.0,36.0,32.0,9.0,44.0,22.0,81.0,58.0
gene_50,59.0,49.0,71.0,34.0,31.0,37.0,55.0,37.0,43.0,28.0,35.0,50.0,52.0,21.0,48.0,61.0,175.0,70.0
gene_51,108.0,60.0,69.0,54.0,93.0,47.0,85.0,55.0,50.0,118.0,56.0,87.0,75.0,34.0,89.0,77.0,142.0,76.0
gene_52,54.0,17.0,19.0,25.0,36.0,34.0,19.0,109.0,41.0,14.0,13.0,51.0,40.0,199.0,59.0,22.0,31.0,62.0
gene_53,47.0,25.0,53.0,19.0,29.0,27.0,35.0,62.0,31.0,20.0,14.0,52.0,46.0,155.0,40.0,22.0,42.0,41.0
gene_54,552.0,464.0,258.0,223.0,208.0,671.0,548.0,673.0,470.0,393.0,560.0,263.0,141.0,497.0,419.0,505.0,340.0,201.0
gene_55,18.0,24.0,43.0,25.0,34.0,30.0,10.0,14.0,11.0,26.0,33.0,137.0,20.0,53.0,26.0,22.0,20.0,48.0
gene_56,24.0,65.0,29.0,25.0,54.0,39.0,20.0,23.0,29.0,26.0,57.0,91.0,23.0,34.0,50.0,22.0,21.0,40.0
gene_57,68.0,112.0,49.0,157.0,76.0,98.0,59.0,153.0,50.0,34.0,148.0,142.0,90.0,41.0,172.0,101.0,77.0,98.0
gene_58,34.0,9.0,14.0,16.0,58.0,68.0,18.0,21.0,24.0,339.0,16.0,92.0,23.0,70.0,58.0,33.0,20.0,65.0
gene_59,33.0,18.0,76.0,17.0,41.0,47.0,85.0,63.0,96.0,206.0,26.0,51.0,23.0,67.0,53.0,73.0,59.0,88.0
gene_60,42.0,22.0,77.0,23.0,83.0,74.0,98.0,62.0,88.0,172.0,36.0,51.0,43.0,70.0,57.0,89.0,53.0,76.0
