,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5
gene_1,313.0,178.0,109.0,92.0,721.0,930.0,274.0,185.0,32.0,10.0,10.0,6.0,9.0,19.0,441.0,496.0,555.0,968.0
gene_2,251.0,168.0,153.0,353.0,662.0,514.0,154.0,99.0,31.0,61.0,58.0,38.0,187.0,659.0,1601.0,1266.0,282.0,490.0
gene_3,2318.0,4472.0,2859.0,5902.0,10363.0,6757.0,7900.0,6483.0,3708.0,3820.0,2849.0,5821.0,3560.0,2430.0,2872.0,3190.0,1494.0,3124.0
gene_4,81.0,275.0,179.0,201.0,262.0,233.0,182.0,49.0,39.0,35.0,57.0,67.0,107.0,101.0,266.0,8.0,55.0,292.0
gene_5,176.0,265.0,179.0,186.0,186.0,177.0,108.0,47.0,50.0,69.0,492.0,920.0,2120.0,1626.0,140.0,263.0,2106.0,3310.0
gene_6,21750.0,11524.0,21118.0,7689.0,7792.0,3991.0,1293.0,1412.0,1076.0,956.0,793.0,1502.0,2538.0,1870.0,943.0,1370.0,2168.0,2570.0
gene_7,172.0,329.0,262.0,441.0,260.0,192.0,160.0,205.0,82.0,106.0,96.0,89.0,681.0,54.0,32.0,30.0,44.0,595.0
gene_8,162.0,285.0,206.0,284.0,165.0,120.0,102.0,134.0,55.0,92.0,70.0,349.0,361.0,46.0,263.0,733.0,1492.0,840.0
gene_9,1357.0,4519.0,21524.0,114335.0,40692.0,42339.0,2042.0,1698.0,1472.0,604.0,870.0,533.0,333.0,121.0,224.0,564.0,1019.0,578.0
gene_10,214.0,397.0,225.0,152.0,94.0,22.0,46.0,38.0,24.0,72.0,44.0,3146.0,2587.0,1404.0,803.0,168.0,12.0,30.0
gene_11,228.0,247.0,161.0,130.0,64.0,38.0,227.0,212.0,158.0,428.0,688.0,1741.0,1332.0,725.0,408.0,88.0,273.0,1423.0
gene_12,17312.0,39217.0,8387.0,9424.0,3601.0,2054.0,1247.0,1009.0,501.0,660.0,1039.0,1961.0,1524.0,1037.0,1220.0,33869.0,18638.0,67461.0
gene_13,148.0,60.0,228.0,159.0,742.0,785.0,1266.0,40.0,29.0,25.0,22.0,535.0,1979.0,1104.0,1055.0,665.0,148.0,51.0
gene_14,228.0,226.0,342.0,405.0,535.0,463.0,673.0,39.0,47.0,53.0,212.0,1389.0,1183.0,587.0,537.0,335.0,77.0,31.0
gene_15,1571.0,5477.0,4409.0,4401.0,11507.0,12287.0,5145.0,5397.0,7464.0,7888.0,7147.0,8507.0,7088.0,5695.0,6699.0,8109.0,7529.0,15286.0
gene_16,207.0,228.0,149.0,212.0,113.0,76.0,44.0,44.0,48.0,530.0,1412.0,930.0,610.0,55.0,14.0,45.0,230.0,395.0
gene_17,239.0,146.0,117.0,124.0,109.0,58.0,53.0,64.0,230.0,295.0,718.0,475.0,316.0,42.0,23.0,1637.0,1776.0,3797.0
